timestamp,mode,voltage_v,current_a,apparent_w,true_w,wh_interval,wh_cumulative,kwh_cumulative,cost_rs,alert_active,alert_messages
2026-06-14T10:27:42,overload,232.16,21.2529,4933.96,4933.96,1.370575,2.7118,0.002712,0.0217,True,OVERLOAD: 4934W > 2000W limit; WARNING: Approaching limit (4934W)
2026-06-14T10:27:43,overload,225.79,21.5214,4859.27,4859.27,1.349811,4.0617,0.004062,0.0325,True,OVERLOAD: 4859W > 2000W limit; WARNING: Approaching limit (4859W)
2026-06-14T10:27:44,overload,225.14,22.3325,5027.97,5027.97,1.39665,5.4583,0.005458,0.0437,True,OVERLOAD: 5028W > 2000W limit; WARNING: Approaching limit (5028W)
2026-06-14T10:27:45,overload,233.67,21.3769,4995.11,4995.11,1.387539,6.8458,0.006846,0.0548,True,OVERLOAD: 4995W > 2000W limit; WARNING: Approaching limit (4995W)
2026-06-14T10:27:46,overload,226.41,21.1173,4781.1,4781.1,1.328103,8.174,0.008174,0.0654,True,OVERLOAD: 4781W > 2000W limit; WARNING: Approaching limit (4781W)
2026-06-14T10:27:47,overload,225.96,21.4285,4841.89,4841.89,1.344994,9.5189,0.009519,0.0762,True,OVERLOAD: 4842W > 2000W limit; WARNING: Approaching limit (4842W)
2026-06-14T10:27:48,overload,226.78,22.628,5131.67,5131.67,1.425439,10.9444,0.010944,0.0876,True,OVERLOAD: 5132W > 2000W limit; WARNING: Approaching limit (5132W)
2026-06-14T10:27:49,overload,230.43,21.307,4909.76,4909.76,1.363825,12.3082,0.012308,0.0985,True,OVERLOAD: 4910W > 2000W limit; WARNING: Approaching limit (4910W)
2026-06-14T10:27:50,overload,230.86,20.9347,4833.04,4833.04,1.342494,13.6507,0.013651,0.1092,True,OVERLOAD: 4833W > 2000W limit; WARNING: Approaching limit (4833W)
2026-06-14T10:27:51,overload,226.56,21.5319,4878.23,4878.23,1.355075,15.0058,0.015006,0.12,True,OVERLOAD: 4878W > 2000W limit; WARNING: Approaching limit (4878W)
2026-06-14T10:27:52,overload,226.4,21.7041,4913.85,4913.85,1.364947,16.3707,0.016371,0.131,True,OVERLOAD: 4914W > 2000W limit; WARNING: Approaching limit (4914W)
2026-06-14T10:27:53,overload,225.67,21.4073,4831.02,4831.02,1.341942,17.7127,0.017713,0.1417,True,OVERLOAD: 4831W > 2000W limit; WARNING: Approaching limit (4831W)
2026-06-14T10:27:54,overload,226.61,27.5217,6236.55,6236.55,1.732414,19.4451,0.019445,0.1556,True,OVERLOAD: 6237W > 2000W limit; WARNING: Approaching limit (6237W); SPIKE: Transient load spike detected
2026-06-14T10:27:55,overload,226.41,21.2133,4802.89,4802.89,1.334139,20.7792,0.020779,0.1662,True,OVERLOAD: 4803W > 2000W limit; WARNING: Approaching limit (4803W)
2026-06-14T10:27:56,overload,226.28,21.097,4773.72,4773.72,1.326064,22.1053,0.022105,0.1768,True,OVERLOAD: 4774W > 2000W limit; WARNING: Approaching limit (4774W)
2026-06-14T10:27:57,overload,230.48,22.7578,5245.21,5245.21,1.457006,23.5623,0.023562,0.1885,True,OVERLOAD: 5245W > 2000W limit; WARNING: Approaching limit (5245W)
2026-06-14T10:27:58,overload,231.36,22.0301,5096.91,5096.91,1.4158,24.9781,0.024978,0.1998,True,OVERLOAD: 5097W > 2000W limit; WARNING: Approaching limit (5097W)
2026-06-14T10:27:59,overload,233.08,22.4129,5223.9,5223.9,1.451111,26.4292,0.026429,0.2114,True,OVERLOAD: 5224W > 2000W limit; WARNING: Approaching limit (5224W)
2026-06-14T10:28:00,overload,234.59,20.5237,4814.67,4814.67,1.337403,27.7666,0.027767,0.2221,True,OVERLOAD: 4815W > 2000W limit; WARNING: Approaching limit (4815W)
2026-06-14T10:28:01,overload,233.76,22.4378,5244.96,5244.96,1.456961,29.2236,0.029224,0.2338,True,OVERLOAD: 5245W > 2000W limit; WARNING: Approaching limit (5245W)
2026-06-14T10:28:02,overload,231.4,21.5569,4988.21,4988.21,1.385631,30.6092,0.030609,0.2449,True,OVERLOAD: 4988W > 2000W limit; WARNING: Approaching limit (4988W)
2026-06-14T10:28:03,overload,226.91,22.061,5005.93,5005.93,1.390517,31.9997,0.032,0.256,True,OVERLOAD: 5006W > 2000W limit; WARNING: Approaching limit (5006W)
2026-06-14T10:28:04,overload,230.48,21.89,5045.27,5045.27,1.401447,33.4012,0.033401,0.2672,True,OVERLOAD: 5045W > 2000W limit; WARNING: Approaching limit (5045W)
2026-06-14T10:28:05,overload,225.96,21.4228,4840.74,4840.74,1.344639,34.7458,0.034746,0.278,True,OVERLOAD: 4841W > 2000W limit; WARNING: Approaching limit (4841W)
2026-06-14T10:28:06,overload,225.42,22.7932,5137.98,5137.98,1.427233,36.173,0.036173,0.2894,True,OVERLOAD: 5138W > 2000W limit; WARNING: Approaching limit (5138W)
2026-06-14T10:28:07,overload,230.5,22.1387,5103.01,5103.01,1.417492,37.5905,0.037591,0.3007,True,OVERLOAD: 5103W > 2000W limit; WARNING: Approaching limit (5103W)
2026-06-14T10:28:08,overload,231.83,20.537,4761.2,4761.2,1.322525,38.913,0.038913,0.3113,True,OVERLOAD: 4761W > 2000W limit; WARNING: Approaching limit (4761W)
2026-06-14T10:28:09,overload,229.95,22.6066,5198.48,5198.48,1.443997,40.357,0.040357,0.3229,True,OVERLOAD: 5198W > 2000W limit; WARNING: Approaching limit (5198W)
2026-06-14T10:28:10,overload,234.41,21.9531,5146.08,5146.08,1.429453,41.7865,0.041786,0.3343,True,OVERLOAD: 5146W > 2000W limit; WARNING: Approaching limit (5146W)
2026-06-14T10:28:15,multi,231.4,11.0732,2562.32,2562.32,0.711761,0.7118,0.000712,0.0057,True,OVERLOAD: 2562W > 2000W limit; WARNING: Approaching limit (2562W)
2026-06-14T10:28:16,multi,229.69,10.4055,2390.04,2390.04,0.6639,1.3757,0.001376,0.011,True,OVERLOAD: 2390W > 2000W limit; WARNING: Approaching limit (2390W)
2026-06-14T10:28:17,multi,225.21,10.7347,2417.54,2417.54,0.671544,2.0472,0.002047,0.0164,True,OVERLOAD: 2418W > 2000W limit; WARNING: Approaching limit (2418W)
2026-06-14T10:28:18,multi,225.65,10.8095,2439.15,2439.15,0.677544,2.7247,0.002725,0.0218,True,OVERLOAD: 2439W > 2000W limit; WARNING: Approaching limit (2439W)
2026-06-14T10:28:19,multi,234.42,10.2786,2409.53,2409.53,0.669308,3.3941,0.003394,0.0272,True,OVERLOAD: 2410W > 2000W limit; WARNING: Approaching limit (2410W)
2026-06-14T10:28:20,multi,228.69,10.6136,2427.21,2427.21,0.674228,4.0683,0.004068,0.0325,True,OVERLOAD: 2427W > 2000W limit; WARNING: Approaching limit (2427W)
2026-06-14T10:28:21,multi,234.64,10.9055,2558.91,2558.91,0.710797,4.7791,0.004779,0.0382,True,OVERLOAD: 2559W > 2000W limit; WARNING: Approaching limit (2559W)
2026-06-14T10:28:22,multi,228.53,11.3268,2588.51,2588.51,0.719031,5.4981,0.005498,0.044,True,OVERLOAD: 2589W > 2000W limit; WARNING: Approaching limit (2589W)
2026-06-14T10:28:23,multi,230.8,11.1621,2576.25,2576.25,0.715614,6.2137,0.006214,0.0497,True,OVERLOAD: 2576W > 2000W limit; WARNING: Approaching limit (2576W)
2026-06-14T10:28:24,multi,231.64,10.2256,2368.68,2368.68,0.657961,6.8717,0.006872,0.055,True,OVERLOAD: 2369W > 2000W limit; WARNING: Approaching limit (2369W)
2026-06-14T10:28:25,multi,226.24,11.1427,2520.95,2520.95,0.700256,7.5719,0.007572,0.0606,True,OVERLOAD: 2521W > 2000W limit; WARNING: Approaching limit (2521W)
2026-06-14T10:28:26,multi,234.13,10.8572,2541.96,2541.96,0.706111,8.2781,0.008278,0.0662,True,OVERLOAD: 2542W > 2000W limit; WARNING: Approaching limit (2542W)
2026-06-14T10:28:27,multi,230.31,13.0845,3013.43,3013.43,0.837081,9.1151,0.009115,0.0729,True,OVERLOAD: 3013W > 2000W limit; WARNING: Approaching limit (3013W); SPIKE: Transient load spike detected
2026-06-14T10:28:28,multi,227.02,10.9636,2488.91,2488.91,0.691378,9.8065,0.009807,0.0785,True,OVERLOAD: 2489W > 2000W limit; WARNING: Approaching limit (2489W)
2026-06-14T10:28:29,multi,229.42,10.6956,2453.79,2453.79,0.681606,10.4881,0.010488,0.0839,True,OVERLOAD: 2454W > 2000W limit; WARNING: Approaching limit (2454W)
2026-06-14T10:28:30,multi,234.0,10.4908,2454.86,2454.86,0.681903,11.17,0.01117,0.0894,True,OVERLOAD: 2455W > 2000W limit; WARNING: Approaching limit (2455W)
2026-06-14T10:28:31,multi,232.01,10.2812,2385.3,2385.3,0.662594,11.8326,0.011833,0.0947,True,OVERLOAD: 2385W > 2000W limit; WARNING: Approaching limit (2385W)
2026-06-14T10:28:32,multi,225.23,10.778,2427.54,2427.54,0.674314,12.5069,0.012507,0.1001,True,OVERLOAD: 2428W > 2000W limit; WARNING: Approaching limit (2428W)
2026-06-14T10:28:33,multi,232.97,10.5413,2455.77,2455.77,0.682169,13.1891,0.013189,0.1055,True,OVERLOAD: 2456W > 2000W limit; WARNING: Approaching limit (2456W)
2026-06-14T10:28:34,multi,230.17,10.9004,2508.95,2508.95,0.696931,13.886,0.013886,0.1111,True,OVERLOAD: 2509W > 2000W limit; WARNING: Approaching limit (2509W)
2026-06-14T10:28:35,multi,228.25,11.3197,2583.67,2583.67,0.7177,14.6037,0.014604,0.1168,True,OVERLOAD: 2584W > 2000W limit; WARNING: Approaching limit (2584W)
2026-06-14T10:28:36,multi,232.99,10.5605,2460.53,2460.53,0.683469,15.2872,0.015287,0.1223,True,OVERLOAD: 2461W > 2000W limit; WARNING: Approaching limit (2461W)
2026-06-14T10:28:37,multi,228.09,11.0572,2522.03,2522.03,0.700567,15.9878,0.015988,0.1279,True,OVERLOAD: 2522W > 2000W limit; WARNING: Approaching limit (2522W)
2026-06-14T10:28:38,multi,231.12,11.1601,2579.35,2579.35,0.716478,16.7042,0.016704,0.1336,True,OVERLOAD: 2579W > 2000W limit; WARNING: Approaching limit (2579W)
2026-06-14T10:28:39,multi,230.21,11.1198,2559.93,2559.93,0.711081,17.4153,0.017415,0.1393,True,OVERLOAD: 2560W > 2000W limit; WARNING: Approaching limit (2560W)
2026-06-14T10:28:40,multi,231.91,10.841,2514.1,2514.1,0.698372,18.1137,0.018114,0.1449,True,OVERLOAD: 2514W > 2000W limit; WARNING: Approaching limit (2514W)
2026-06-14T10:28:41,multi,225.77,10.5877,2390.39,2390.39,0.663997,18.7777,0.018778,0.1502,True,OVERLOAD: 2390W > 2000W limit; WARNING: Approaching limit (2390W)
2026-06-14T10:28:42,multi,231.15,11.0384,2551.5,2551.5,0.708758,19.4865,0.019486,0.1559,True,OVERLOAD: 2552W > 2000W limit; WARNING: Approaching limit (2552W)
2026-06-14T10:28:43,multi,226.61,10.9579,2483.16,2483.16,0.689769,20.1762,0.020176,0.1614,True,OVERLOAD: 2483W > 2000W limit; WARNING: Approaching limit (2483W)
2026-06-14T10:28:44,multi,226.51,10.652,2412.76,2412.76,0.670217,20.8464,0.020846,0.1668,True,OVERLOAD: 2413W > 2000W limit; WARNING: Approaching limit (2413W)
2026-06-14T10:29:32,overload,233.44,21.6099,5044.69,5044.69,1.401283,1.4013,0.001401,0.0112,True,OVERLOAD: 5045W > 2000W limit; WARNING: Approaching limit (5045W)
2026-06-14T10:29:33,overload,234.64,21.4569,5034.58,5034.58,1.398514,2.7998,0.0028,0.0224,True,OVERLOAD: 5035W > 2000W limit; WARNING: Approaching limit (5035W)
2026-06-14T10:29:34,overload,230.26,21.7842,5016.03,5016.03,1.393342,4.1931,0.004193,0.0335,True,OVERLOAD: 5016W > 2000W limit; WARNING: Approaching limit (5016W)
2026-06-14T10:29:35,overload,227.77,21.5292,4903.73,4903.73,1.362142,5.5553,0.005555,0.0444,True,OVERLOAD: 4904W > 2000W limit; WARNING: Approaching limit (4904W)
2026-06-14T10:29:36,overload,234.66,22.3302,5239.98,5239.98,1.455556,7.0108,0.007011,0.0561,True,OVERLOAD: 5240W > 2000W limit; WARNING: Approaching limit (5240W)
2026-06-14T10:29:37,overload,227.46,21.7164,4939.6,4939.6,1.372114,8.383,0.008383,0.0671,True,OVERLOAD: 4940W > 2000W limit; WARNING: Approaching limit (4940W)
2026-06-14T10:29:38,overload,232.65,28.1157,6541.1,6541.1,1.816978,10.1999,0.0102,0.0816,True,OVERLOAD: 6541W > 2000W limit; WARNING: Approaching limit (6541W); SPIKE: Transient load spike detected
2026-06-14T10:29:39,overload,229.61,21.1185,4849.05,4849.05,1.34695,11.5469,0.011547,0.0924,True,OVERLOAD: 4849W > 2000W limit; WARNING: Approaching limit (4849W)
2026-06-14T10:29:40,overload,232.68,21.6712,5042.37,5042.37,1.400681,12.9476,0.012948,0.1036,True,OVERLOAD: 5042W > 2000W limit; WARNING: Approaching limit (5042W)
2026-06-14T10:29:41,overload,234.31,21.523,5042.96,5042.96,1.400847,14.3484,0.014348,0.1148,True,OVERLOAD: 5043W > 2000W limit; WARNING: Approaching limit (5043W)
2026-06-14T10:29:42,overload,233.51,22.4232,5236.0,5236.0,1.454456,15.8029,0.015803,0.1264,True,OVERLOAD: 5236W > 2000W limit; WARNING: Approaching limit (5236W)
2026-06-14T10:29:43,overload,228.57,21.6952,4958.92,4958.92,1.377464,17.1803,0.01718,0.1374,True,OVERLOAD: 4959W > 2000W limit; WARNING: Approaching limit (4959W)
2026-06-14T10:29:44,overload,228.56,21.327,4874.53,4874.53,1.354028,18.5344,0.018534,0.1483,True,OVERLOAD: 4875W > 2000W limit; WARNING: Approaching limit (4875W)
2026-06-14T10:29:45,overload,227.69,22.5795,5141.08,5141.08,1.428092,19.9624,0.019962,0.1597,True,OVERLOAD: 5141W > 2000W limit; WARNING: Approaching limit (5141W)
2026-06-14T10:29:46,overload,226.16,21.7766,4924.98,4924.98,1.368056,21.3305,0.021331,0.1706,True,OVERLOAD: 4925W > 2000W limit; WARNING: Approaching limit (4925W)
2026-06-14T10:29:47,overload,230.04,20.8516,4796.63,4796.63,1.332417,22.6629,0.022663,0.1813,True,OVERLOAD: 4797W > 2000W limit; WARNING: Approaching limit (4797W)
2026-06-14T10:29:48,overload,230.5,22.4603,5177.09,5177.09,1.438083,24.101,0.024101,0.1928,True,OVERLOAD: 5177W > 2000W limit; WARNING: Approaching limit (5177W)
2026-06-14T10:29:49,overload,233.16,20.7696,4842.58,4842.58,1.345178,25.4462,0.025446,0.2036,True,OVERLOAD: 4843W > 2000W limit; WARNING: Approaching limit (4843W)
2026-06-14T10:29:50,overload,232.15,20.901,4852.08,4852.08,1.347825,26.794,0.026794,0.2144,True,OVERLOAD: 4852W > 2000W limit; WARNING: Approaching limit (4852W)
2026-06-14T10:29:52,overload,229.25,21.0826,4833.29,4833.29,1.342553,28.1366,0.028137,0.2251,True,OVERLOAD: 4833W > 2000W limit; WARNING: Approaching limit (4833W)
2026-06-14T12:09:27,normal,228.56,0.8026,183.45,183.45,0.050956,0.051,5.1e-05,0.0004,False,
2026-06-14T12:09:28,normal,232.23,0.8055,187.06,187.06,0.051961,0.1029,0.000103,0.0008,False,
2026-06-14T12:09:29,normal,234.83,0.8096,190.13,190.13,0.052811,0.1557,0.000156,0.0012,False,
2026-06-14T12:09:30,normal,226.61,0.8295,187.97,187.97,0.052214,0.2079,0.000208,0.0017,False,
2026-06-14T12:09:31,normal,234.55,0.84,197.03,197.03,0.054728,0.2627,0.000263,0.0021,False,
2026-06-14T12:09:32,normal,234.44,1.063,249.2,249.2,0.069225,0.3319,0.000332,0.0027,True,SPIKE: Transient load spike detected
2026-06-14T12:09:33,normal,229.46,0.836,191.82,191.82,0.053286,0.3852,0.000385,0.0031,False,
2026-06-14T12:09:34,normal,229.27,0.8526,195.48,195.48,0.0543,0.4395,0.000439,0.0035,False,
2026-06-14T12:09:35,normal,233.52,0.8038,187.7,187.7,0.052139,0.4916,0.000492,0.0039,False,
2026-06-14T12:09:36,normal,228.32,0.8643,197.34,197.34,0.054817,0.5464,0.000546,0.0044,False,
2026-06-14T12:09:37,normal,230.71,0.8307,191.64,191.64,0.053236,0.5997,0.0006,0.0048,False,
2026-06-14T12:09:38,normal,229.58,0.7966,182.87,182.87,0.0508,0.6505,0.00065,0.0052,False,
2026-06-14T12:09:39,normal,225.79,0.8435,190.45,190.45,0.052903,0.7034,0.000703,0.0056,False,
2026-06-14T12:09:40,normal,232.44,0.8174,189.98,189.98,0.052778,0.7562,0.000756,0.006,False,
2026-06-14T12:09:41,normal,225.14,0.8632,194.33,194.33,0.053983,0.8101,0.00081,0.0065,False,
2026-06-14T12:09:42,normal,226.36,0.8054,182.31,182.31,0.050642,0.8608,0.000861,0.0069,False,
2026-06-14T12:09:43,normal,232.82,0.809,188.36,188.36,0.052319,0.9131,0.000913,0.0073,False,
2026-06-14T12:09:44,normal,229.72,0.8671,199.19,199.19,0.055331,0.9684,0.000968,0.0077,False,
2026-06-14T12:09:45,normal,229.23,0.8051,184.56,184.56,0.051264,1.0197,0.00102,0.0082,False,
2026-06-14T12:09:46,normal,230.59,1.0344,238.53,238.53,0.066256,1.0859,0.001086,0.0087,True,SPIKE: Transient load spike detected
2026-06-14T12:09:47,normal,234.35,0.8369,196.12,196.12,0.054481,1.1404,0.00114,0.0091,False,
2026-06-14T12:09:48,normal,226.37,0.8236,186.45,186.45,0.051789,1.1922,0.001192,0.0095,False,
2026-06-14T12:09:49,normal,232.39,0.8174,189.96,189.96,0.052767,1.245,0.001245,0.01,False,
2026-06-14T12:09:50,normal,232.89,0.8503,198.03,198.03,0.055008,1.3,0.0013,0.0104,False,
2026-06-14T12:09:51,normal,232.02,0.7861,182.39,182.39,0.050664,1.3507,0.001351,0.0108,False,
2026-06-14T12:09:52,normal,228.45,0.8155,186.29,186.29,0.05175,1.4024,0.001402,0.0112,False,
2026-06-14T12:09:53,normal,234.43,0.7932,185.96,185.96,0.051653,1.4541,0.001454,0.0116,False,
2026-06-14T12:09:54,normal,230.98,0.8042,185.75,185.75,0.051597,1.5057,0.001506,0.012,False,
2026-06-14T12:09:55,normal,229.18,0.8467,194.04,194.04,0.053903,1.5596,0.00156,0.0125,False,
2026-06-14T12:09:56,normal,232.37,0.8189,190.29,190.29,0.052858,1.6124,0.001612,0.0129,False,
2026-06-14T12:10:04,high,231.87,14.626,3391.36,3391.36,0.942036,0.942,0.000942,0.0075,True,OVERLOAD: 3391W > 2000W limit; WARNING: Approaching limit (3391W)
